title,genres,release_date,release_country,review_rating,movie_run_time,cast,language,filming_locations
Escape from Tomorrow (2013),Drama| Fantasy| Horror,19-07-2014,Japan,5.2,90 min,Roy Abramsohn|Elena Schuber|Katelynn Rodriguez|Jack Dalton|Danielle Safady|Annet Mahendru|Lee Armstrong|Kimberly Ables Jindra|Trey Loney|Amy Lucas|Alison Lees-Taylor|Jakob Salvati|Mark Able|Anthony Oporta|Alexis Ottier,English|French,"Los Angeles, California, USA"
The Rizen (2017),Action| Horror| Sci-Fi,19-06-2017,UK,4.2,94 min,Sally Phillips|Tom Goodman-Hill|Julian Rhind-Tutt|Adrian Edmondson|Bruce Payne|Stephen Marcus|Bruce Herbelin-Earle|Laura Swift|Patrick Knowles|Peter Meyer|Phelim Kelly|Samantha White|Pippa Winslow|Richard Banks|Simeon Willis,English,"London, England, UK"
Potato Salad (2015),Comedy| Horror,23-07-2015,Germany,1.3,81 min,Joyce Ilg|Torge Oelrich|Otto Waalkes|Ernst-Herbert Albertsen|Dagi Bee|Joe Friedrichsen|Sabine Stamm|Doktor Allwissend|Joachim Tennstedt|Michael Kammholz|Derval de Faria|Annika Pate|Nane Oelrich|Rose Pate|Jutta Oelrich,German,Germany
Anomalous (2016),Fantasy| Horror| Thriller,08-04-2016,USA,4.5,100 min,Lluís Homar|Christy Escobar|Edgar Fox|Adria Arjona|Ben Temple|Gonzalo Bouza|LoDeon|Soraya Padrao|Julio Perillán|Jeffrey Alan Solomon,English,"Barcelona, Catalonia, Spain"
Demon (2015),Comedy| Horror| Thriller,09-09-2016,USA,6.1,94 min,Itay Tiran|Agnieszka Zulewska|Andrzej Grabowski|Tomasz Schuchardt|Katarzyna Herman|Adam Woronowicz|Wlodzimierz Press|Tomasz Zietek|Cezary Kosinski|Katarzyna Gniewkowska|Maja Barelkowska|Anna Smolowik|Maria Debska|Piotr Domalewski|Filip Plawiak,Polish|English|Yiddish,"Swierze Górne, Mazowieckie, Poland"
The Windmill (2016),Drama| Horror,25-10-2016,USA,4.8,85 min,Patrick Baladi|Ben Batt|Charlotte Beaumont|Fiona Hampton|Tanroh Ishida|Bart Klever|Kenan Raven|Noah Taylor|Adam Thomas Wright|Derek Howard|Mattijn Hartemink|Edo Brunner|Stijn Westenend|Liz Vergeer|Ties Jaspers,English,"Loenen, The Netherlands"
Nothing Left to Fear (2013),Horror,26-09-2013,Russia,4.4,100 min,Anne Heche|James Tupper|Ethan Peck|Rebekah Brandes|Carter Cabassa|Wayne Pére|Jennifer Stone|Clancy Brown|James C. Victor|Joel K. Berger|J.D. Evermore|John O'Neil|Morgan Roberts|Heather Roop|John Showalter,English,"Louisiana, USA"
The Charnel House (2016),Horror| Thriller,04-11-2016,USA,4.7,90 min,Callum Blue|Nadine Velazquez|Makenzie Moss|Erik LaRay Harvey|Alden Tab|Danielle Lauder|Andy Favreau|Kate Linder|Neil Thackaberry|Joe Keery|Patrick M. Walsh|Dan Anders|Richard Fike|Ryan D. Martin|Elias Stimac,English,"Cleveland, Ohio, USA"
The Haunting in Connecticut 2: Ghosts of Georgia (2013),Drama| Horror| Mystery| Thriller,14-03-2013,Singapore,5.3,101 min,Abigail Spencer|Morgana Shaw|Emily Alyn Lind|Chad Michael Murray|Grant James|Katee Sackhoff|Mary Louise Coffee|Lauren Pennington|Sam Polin|Lance E. Nichols|Jaren Mitchell|Cicely Tyson|Brad James|Wayne Pére|Hunter Burke,English,"Baton Rouge, Louisiana, USA"
Don't Let Me Go (2013),Adventure| Fantasy| Horror,01-10-2016,USA,6.8,96 min,Natalia Dyer|Isabelle Fuhrman|James Le Gros|Peter Bogdanovich|Joel Courtney|Trace Adkins|Holly Lynch|Tyler Chase|Gianni Capaldi|Lindsay Ayliffe|LaDon Drummond|Greg Lee|Charles Fathy|Rigo Nova|Marcus Chavez,English,"DuPont State Recreational Forest, North Carolina, USA"
7 Witches (2017),Horror| Thriller,14-04-2017,USA,3.6,75 min,Persephone Apostolou|Danika Golombek|Megan Hensley|Macall Gordon|Mike Jones|Rory Ross|Ben Van Dusen|Lorraine Montez|Rod Pilloud|Bill Ritchie|Kay LaVergne Jaz|Nancy Frye|Kris Keppeler|Gordon Frye|Maureen Hawkins,English,"Seattle, Washington, USA"
The Atticus Institute (2015),Horror,05-01-2015,USA,5.5,83 min,Rya Kihlstedt|William Mapother|Sharon Maughan|Harry Groener|John Rubinstein|Julian Acosta|Lou Beatty Jr.|Anne Betancourt|Ivar Brogger|Jake Carpenter|Heath Centazzo|Brian Chenoweth|Hannah Cowley|Aaron Craven|Michael A. Delia,English,"Linda Vista Hospital - 610 S. St. Louis Street, Los Angeles, California, USA"
Open Grave (2013),Horror| Mystery| Thriller,03-01-2014,USA,6.3,102 min,Sharlto Copley|Thomas Kretschmann|Josie Ho|Joseph Morgan|Erin Richards|Max Wrottesley|Márta Szabó|Balázs Szitás|Zsuzsa Szabados|Tofi Seffer|Éva Botos|Kati Dombi|Araceli Sanz|Pedro De Santiago,English,Hungary
Jack & Diane (2012),Drama| Horror| Romance,20-04-2012,USA,4.5,110 min,Juno Temple|Jackson Ning|Samantha Ives|Anika Jennie Ji|Michael Chernus|Riley Keough|Thysson George Williams|Rock Kohli|Neal Huff|Cara Seymour|Haviland Morris|Kylie Minogue|Zohren Weiss|Hayley Hunt|Lou Taylor Pucci,English,"New York, USA"
Banshee Chapter (2013),Horror| Sci-Fi| Thriller,12-12-2013,USA,5.5,87 min,Katia Winter|Ted Levine|Michael McMillian|Corey Moosa|Monique Candelaria|Jenny Gabrielle|Vivian Nesbitt|Chad Brummett|William Sterchi|Alex Gianopoulos|J.D. Garfield|Kevin Wiggins|Cyd Schulte|Tone Forrest|Maud de Proost,English,"Albuquerque, New Mexico, USA"
[REC] 4: Apocalypse (2014),Action| Horror,31-10-2014,Spain,5.4,95 min,Manuela Velasco|Paco Manzanedo|Héctor Colomé|Ismael Fritschi|Críspulo Cabezas|Mariano Venancio|María Alfonsa Rosso|Carlos Zabala|Cristian Aquino|Emilio Buale|Paco Obregón|Javier Laorden|Ramiro Blas|Ferran Terraza|Carlos Lasarte,Spanish,"Barcelona, Catalonia, Spain"
Patrick (2013),Horror,14-03-2014,USA,4.9,96 min,Charles Dance|Rachel Griffiths|Sharni Vinson|Peta Sergeant|Damon Gameau|Martin Crewes|Eliza Taylor|Simone Buchanan|Shane Nagle|Chris Fortuna|Rod Mullinar|María Mercedes|Camilla Jackson|Brendan Bacon|Carole-Ann Aylett,English,"Docklands Studios, Melbourne, Victoria, Australia"
Man Vs. (2015),Horror| Sci-Fi| Thriller,13-11-2015,Canada,5.5,87 min,Chris Diamantopoulos|Chloe Bradt|Michael Cram|Kelly Fanson|Sam Kalilieh|Alex Karzis|Constantine Meglis|Drew Nelson|Kate Ziegler,English,"Rockwood Conservation Area, Ontario, Canada"
Road Games (2015),Horror| Mystery| Thriller,04-03-2016,USA,5.7,95 min,Andrew Simpson|Joséphine de La Baume|Frédéric Pierrot|Barbara Crampton|Féodor Atkine|Pierre Boulanger|Susanna Cappellaro|Edward Hogg|Clémentine Alexandre|Erwan Hiernard|Lucie Belhomme|April Kelley,English|French,"Falconhurst, Kent, England, UK"
The Grinn (2017),Drama| Horror| Thriller,06-10-2017,USA,5.2,96 min,John Carroll|Sarah Leight|Michka Hawkins|Victor DiBartolomeo|Fred DiPietro|Annika Albert|Roman Samoan|Odin Seva'aetasi|Samantha Kelley|Jason Kilpatrick|Veronica Ripley|Heather C. Hampton Scott|Miki Zuniga,English,"Pacific Grove, California, USA"
ClownTown (2016),Horror| Thriller,30-09-2016,USA,3.9,86 min,Brian Nagel|Lauren Compton|Andrew Staton|Katie Keene|Jeff Denton|Greg Violand|Maryanne Nagel|Tom Nagel|Kaitlyn Sapp|David Greathouse|Chris Hahn|Ryan Pilz|Beki Ingram|Alan Tuskes|Christopher Lawrence Chapman,English,"Crestline, Ohio, USA"
Backtrack (2015),Drama| Horror| Mystery| Thriller,29-01-2016,UK,5.9,90 min,Adrien Brody|Jenni Baird|Bruce Spence|Greg Poppleton|Barbara Gouskos|Jill McKay|Sam Neill|Anna Lise Phillips|Chloe Bayliss|Emma O'Farrell|Malcolm Kennard|Matthew Sunderland|George Shevtsov|Robin McLeavy|Jesse Hyde,English,"Melbourne, Victoria, Australia"
The Stakelander (2016),Action| Horror,07-02-2017,USA,5.3,81 min,Connor Paolo|Nick Damici|Laura Abramsen|A.C. Peterson|Steven Williams|Bonnie Dennison|Kristina Hughes|Zane Clifford|Jaime Bird|Nicole Garies|Blaine Hart|Kathryn Bracht|Alex Arsenault|Dylan Sthamann|Tim Lynchuk,English,"Regina, Saskatchewan, Canada"
A Field in England (2013),Drama| History| Horror| Mystery,05-07-2013,UK,6.3,90 min,Julian Barratt|Peter Ferdinando|Richard Glover|Ryan Pope|Reece Shearsmith|Michael Smiley|Sara Dee,English,"Hampton Estate, Seale, Farnham, Surrey, England, UK"
Stung (2015),Comedy| Horror,29-10-2015,Germany,5,87 min,Matt O'Leary|Jessica Cook|Lance Henriksen|Clifton Collins Jr.|Cecilia Pillado|Eve Slatner|Daniele Rizzo|Florentine Lahme|Kathleen Renish|Tony de Maeyer|David Masterson|Benedikt Bothe|Tommy Kreiselmaier|Benni Diez,English,"Börnicke, Germany"
Residue (2015),Horror| Mystery,31-03-2015,USA,5.4,102 min,Natalia Tena|Iwan Rheon|Jamie Draven|Danny Webb|Franz Drameh|Adrian Schiller|Eleanor Matsuura|Brian Ferguson|Emilia Jones|Tom Goodman-Hill|Elina Alminas|Faz Aoufi|Pamela Ashton|Kelly Marie Autumn|Russ Bain,English,"Leeds, Yorkshire, England, UK"
Replace (2017),Horror| Thriller,02-09-2017,Germany,5.6,101 min,Rebecca Forsythe|Lucie Aron|Barbara Crampton|Sean Knopp|Adnan Maral|Agnes Kiyomi Decker|J. David Hinze|Teresa Gluck|Daniel Holzberg|Matthias Beier|Laura Cuenca Serrano|Felix von Poser|Lea Urban|Genevieve Boehmer|Julia Mauracher,English,"Toronto, Ontario, Canada"
The Girl in the Photographs (2015),Crime| Horror| Thriller,01-04-2016,USA,4.5,95 min,Kal Penn|Claudia Lee|Kenny Wormald|Toby Hemingway|Luke Baines|Miranda Rae Mayo|Katharine Isabelle|Mitch Pileggi|Toby Levins|Christy Carlson Romano|Oliver Seitz|Autumn Kendrick|Corey Schmitt|Eva Bourne|Kathryn Kirkpatrick,English,"Victoria, British Columbia, Canada"
The Barrens (2012),Horror,30-11-2012,Germany,4.6,94 min,Stephen Moyer|Mia Kirshner|Allie MacDonald|Peter DaCunha|David Keeley|Erik Knudsen|Shamier Anderson|Max Topplin|Michael Copeman|Shawn Ashmore|Athena Karkanis|J. LaRose|Chantelle Chung|Naomi Snieckus|Matt Baram,English,"Rockwood Conservation Area, Ontario, Canada"
Reichsführer-SS (2015),Horror| Thriller| War,21-11-2015,USA,5.1,93 min,David B. Stewart III|Angelina Leigh|Chuck Maher|Martin Slamon|John Martineau|Tina Krause|Tammy Jean|Joseph Barford|Anthony Cerrano|Kelly Weston|Joe Ronca|Carmela Hayslett|Ian A. Stewart|Morgan Elyse|Amy Watkins,English,"Pipersville, Pennsylvania, USA"
Dobaara: See Your Evil (2017),Horror| Mystery,02-06-2017,USA,4.4,106 min,Adil Hussain|Huma Qureshi|Madalina Bellariu Ion|Lisa Ray|Saqib Saleem|Parimal Aloke|Richard Banks|Paul Blackwell|Lee Nicholas Harris|Chris Martin Hill|Darcie Lincoln|Jassie Mortimer|Rob Oldfield|Rysa Saujani|Abhishek Singh,Hindi|English,"Iver, Buckinghamshire, England, UK"
Johnny Frank Garrett's Last Word (2016),Crime| Drama| Horror| Thriller,21-04-2017,Poland,5,95 min,Sean Patrick Flanery|Erin Cummings|Mike Doyle|Dodge Prince|Sue Rock|Cassie Shea Watson|Mike Gassaway|Jon Arthur|Jon Michael Davis|Chip Joslin|Rebekah Turner|Bill Stinchcomb|Holt Boggs|Tim Childress|Gregory Fountain,English,"Shreveport, Louisiana, USA"
Even Lambs Have Teeth (2015),Horror| Thriller,01-01-2015,USA,4.9,78 min,Kirsten Prout|Tiera Skovbye|Michael Karl Richards|Craig March|Garrett Black|Jameson Parker|Christian Sloan|Daniel Arnold|Graem Beddoes|Daniel Boileau|Moneca Delain|Patrick Gilmore|Alyssa Hanson-Smith|Chelah Horsdal|Debs Howard,English,"Dewdney Corners, British Columbia, Canada"
Into the Grizzly Maze (2015),Action| Horror| Thriller,13-08-2015,Kuwait,5.3,94 min,James Marsden|Thomas Jane|Piper Perabo|Scott Glenn|Michaela McManus|Billy Bob Thornton|Adam Beach|Kelly Curran|Reese Alexander|Luisa D'Oliveira|Sean Owen Roberts|Bill Croft|Mariel Belanger|Mark Acheson|Michael Jonsson,English|American Sign Language,"Big Bear, California, USA"
Thanatomorphose (2012),Horror,21-01-2014,USA,4.7,100 min,Kayden Rose|Davyd Tousignant|Émile Beaudry|Karine Picard|Roch-Denis Gagnon|Eryka Cantieri|Pat Lemaire|Simon Laperrière,English,"Montréal, Québec, Canada"
Hostile (2017),Drama| Horror,13-09-2017,USA,6.5,83 min,Brittany Ashworth|Grégory Fitoussi|Javier Botet|Jay Benedict|David Gasman|Carl Garrison|Richard Meiman|Mohamed Aroussi|Laura D'Arista Adam|Aton|Gary Napoli|Andreas Pliatsikas|Stephanie Slama|Rob Tunstall,English,"New York, USA"
The Abandoned (2015),Horror| Mystery| Thriller,13-06-2015,USA,5,86 min,Jason Patric|Louisa Krause|Mark Margolis|Ezra Knight|Louis Carbonneau|Massiel Hernandez|Henry Kelemen|Brandon Kieffer|James Murtaugh|John Sampson|Carlos Velazquez|Louisa Ward,English,"New York City, New York, USA"
Night of the Living Deb (2015),Comedy| Horror| Romance,08-10-2015,USA,5.5,85 min,Maria Thayer|Michael Cassidy|Julie Brister|Nan'l Meiklejohn|Syd Wilder|Ned Donovan|Nick Shuhan|Grant Garry|Emily Rankin|Deborah Geffner|Muriel Kenderdine|Chris Marquette|Ray Wise|Dale R. Simonton|Brian Sacca,English,"Portland, Maine, USA"
Hell Baby (2013),Comedy| Horror,01-03-2014,UK,4.9,98 min,Rob Corddry|Leslie Bibb|Alex Berg|Keegan-Michael Key|Robert Ben Garant|Thomas Lennon|David Pasquesi|David Wain|Michael Ian Black|Rob Huebel|Paul Scheer|Dave Holmes|Brittney Barlow|Tara Cullen|Jessica Loyacono,English,"New Orleans, Louisiana, USA"
The Promise (2017),Drama| Horror| Thriller,07-09-2017,Thailand,6.8,114 min,Numthip Jongrachatawiboon|Apichaya Thongkham|Thunyaphat Pattarateerachaicharoen|Panisara Rikulsurakan|Duentem Salitul|Benjamin Joseph Varney|Suchada Poonpattanasuk|Surachai Ningsanond|Teerapop Songwaja|Duangjai Hiransri|Sawanee Utoomma|Chaleeda Gilbert|Boonchai Jailim|Sivapee Mapaisalkij|Krieng Wongnongtaey,Thai,"Bangkok, Thailand"
Dark Touch (2013),Horror,19-03-2014,France,4.8,90 min,Missy Keating|Marcella Plunkett|Pádraic Delaney|Charlotte Flyvholm|Steve Wall|Robert Donnelly|Susie Power|Richard Dormer|Catherine Walker|Simon Boyle|Olga Wehrly|Mark Huberman|Katie Kirby|Clare Barrett|Art Parkinson,English,"Dublin, Ireland"
Angelica (2015),Drama| Horror| Thriller,10-10-2015,USA,6.1,95 min,Jena Malone|Janet McTeer|Ed Stoppard|Tovah Feldshuh|Glynnis O'Connor|Charles Keating|Henry Stram|Daniel Gerroll|James Norton|Stephanie Inorio|Pela Kolodziej|Connor Inorio|Vincent Sanchez|Marc Alan Austen|Richard Stephen Bell,English|Italian,"London, England, UK"
Jaws 19 (2015),Action| Horror| Sci-Fi| Thriller,16-09-2015,Russia,4.8,63 min,Sergey A.|Krolik Black|Eldar Bogunov|Igor de Ferron|Andrey Demianskiy|Khassan Khakak|Nikita Kuznetsov|Evgeniy Mishukhin|Viktor Murzikov|Anastasiya Punsh|Vladimir Putin|Pavel Velichestvenniy|Veta Veselova|Ivan Yakovidish|Ilya Zhernovikh,Russian,"Ufa, Bashkortostan, Russia"
Trash Fire (2016),Comedy| Drama| Horror| Romance,03-11-2016,USA,5.8,91 min,Adrian Grenier|Angela Trimbur|Fionnula Flanagan|AnnaLynne McCord|Sally Kirkland|Matthew Gray Gubler|Ezra Buzzington|Molly McCook|Ray Santiago|Michael Laren|Clayton Jackson|Alexa Hamilton|Karl Schott|Brayden Austin|Ruby Lightfoot,English,"Los Angeles, California, USA"
Attack of the Lederhosen Zombies (2016),Comedy| Horror,13-01-2017,USA,4.5,78 min,Laurie Calvert|Gabriela Marcinková|Oscar Dyekjær Giese|Margarete Tiesel|Karl Fischer|Kari Rakkola|Martin Loos|Patricia Aulitzky|Christian Roupec|Christian Schiesser|Martina Schölzhorn|Walter Spanny|Julia Stipsits,German|English,"Mountains of, South Tyrol, Italy"
The Bay (2012),Horror| Sci-Fi| Thriller,21-11-2012,Belgium,5.6,84 min,Nansi Aluka|Christopher Denham|Stephen Kunken|Frank Deal|Kether Donohue|Kristen Connolly|Will Rogers|Kimberly Campbell|Beckett Clayton-Luce|Dave Hager|Tara Polhemus|Sean Johnson|Murat Erdan|Lamya Jezek|Lucia Scarano,English,"Georgetown, South Carolina, USA"
Bad Blood: The Movie (2016),Fantasy| Horror| Sci-Fi,01-04-2016,USA,4.3,80 min,Mary Malloy|Vikas Adam|Troy Halverson|Brian Troxell|Tomi Lavinder|David Alexander|Thom Badinger|Mickie Banyas|Kevin Galbraith|Michael Gladden|Josh Adam Gould|Chelsea Howard|Grayson Thorne Kilpatrick|Kaleigh Malloy,English,"Dunwoody, Georgia, USA"
Dr. Jekyll and Mr. Hyde (2017),Horror,01-01-2017,USA,7.2,83 min,Gianni Capaldi|Shaun Paul Piccinino|David Beatty|William McNamara|Margaret O'Brien|Mickey Rooney|Vernon Wells|Elissa Dowling|Randal Malone|Sierra Barsuglia|Jed Rowen|Zan Alda|Diane Baldwin|Michael Beardsley|Jamie Bohannon,English,"Huntington Beach, California, USA"
The Barn (2016),Horror,01-01-2016,USA,5.9,90 min,Mitchell Musolino|Will Stout|Lexi Dripps|Cortland Woodard|Nikki Howell|Nickolaus Joshua|Linnea Quigley|Ari Lehman|Ryan Nogy|David Hampton|James Weldon|Justin M. Seaman|Rik Billock|Elyse Alberts|Hunter Amos,English,"West Alexander, Pennsylvania, USA"
The Jungle (2013),Horror| Thriller,01-01-2013,Australia,4,84 min,Igusti Budianthika|Rupert Reid|Agoes Widjaya Soedjarwo,English,Indonesia
Alien Abduction (2014),Horror| Sci-Fi| Thriller,01-05-2014,Singapore,4.9,85 min,Katherine Sigismund|Corey Eid|Riley Polanski|Jillian Clare|Jeff Bowser|Peter Holden|Walter Phelan|Jordan Turchin|Kelley Hinman|Ben Sharples|Matty Beckerman|Ronald B. Bishop|Daniel Caton|Rick Chambers|Ray Chavez Jr.,English,"Lakeview Drive, GSMNP, Bryson City, North Carolina, USA"
Afflicted (2013),Horror| Mystery| Thriller,27-01-2015,Japan,6.3,85 min,Derek Lee|Clif Prowse|Michael Gill|Baya Rehaz|Benjamin Zeitoun|Zach Gray|Jason Lee|Edo Van Breemen|Gary Redekop|Lily Py Lee|Ellen Ferguson|Chiara Caggiati|Domenico Di Michele|Susie Barrow|Lise Bertram,English|French|Italian,"Vernazza, Liguria, Italy"
Static (2012),Drama| Horror| Mystery| Thriller,01-11-2012,USA,5.4,83 min,Milo Ventimiglia|Sarah Shahi|William Mapother|Sara Paxton|Dominic Bogart|Oz Kalvan|Luke Barnett|Brett Mann|John Hermann|Ahmad Russ|Brody Gusar|Joshua Stone|Preston Peterson|Carl McGrier|Devon Ogden,English,"Los Angeles, California, USA"
The Revenant (2009),Comedy| Fantasy| Horror,24-08-2012,USA,6.3,117 min,David Anders|Chris Wylde|Louise Griffiths|Jacy King|Eric Payne|Bernardo Badillo|Theda Reichman|Richard Reichman|Wally White|Floyd Van Buskirk|Mark Elias|Zoë Simpson Dean|David St. James|Frante Foggie|Kevin Lyons,English,"Alberta, Canada"
Raze (2013),Action| Drama| Horror,16-01-2014,Kuwait,5.2,87 min,Zoë Bell|Rachel Nichols|Tracie Thoms|Bruce Thomas|Bailey Anne Borders|Rebecca Marshall|Allene Quincy|Adrienne Wilkinson|Doug Jones|Sherilyn Fenn|Amy Johnston|Tara Macken|Nicole Steinwedell|Jordan James Smith|Chris Schwartz,English,"Los Angeles, California, USA"
Awaken (2015),Action| Horror| Mystery| Thriller,07-07-2015,USA,3.4,89 min,Daryl Hannah|Edward Furlong|Michael Paré|Vinnie Jones|Jason London|Robert Davi|David Keith|Christa Campbell|Natalie Burn|Michael Copon|Augie Duke|Benny Urquidez|Daz Crawford|Philip Tan|Adrienne McQueen,English,"California, USA"
Anabel (2015),Horror| Mystery,11-10-2015,Spain,4.6,75 min,Ana de Armas|Rocío León|Enrique Villén,Spanish,"Madrid, Spain"
Contracted: Phase II (2015),Drama| Horror| Thriller,04-09-2015,USA,5.1,78 min,Matt Mercer|Marianna Palka|Morgan Peter Brown|Anna Lore|Laurel Vail|Peter Cilella|John Ennis|Najarra Townsend|Richard Riehle|Suzanne Voss|Charley Koontz|Alice Macdonald|Ruben Pla|Caroline Williams|Joanna Sotomura,English,"Los Angeles, California, USA"
Truth or Die (2012),Horror| Mystery,06-08-2012,UK,5.6,96 min,Tom Kane|Liam Boyle|Jack Gordon|Florence Hall|Jennie Jacques|Alexander Vlahos|Jason Maza|Mark Underwood|David Sterne|David Oakes,English,"London, England, UK"
The Wicked Within (2015),Horror,16-10-2015,USA,4.6,84 min,Sienna Guillory|Gianni Capaldi|Enzo Cilenti|Michele Hicks|Eric Roberts|Karen Austin|Sonja Kinski|Heath Freeman|Patrick Muldoon|Sarah Lassez|William McNamara|Melanie Avalon|Sabrina Carmichael|Cynthia Richards,English,"Los Angeles, California, USA"
Cockneys vs Zombies (2012),Action| Comedy| Crime| Fantasy| Horror,02-08-2013,USA,5.9,88 min,Rasmus Hardiker|Harry Treadaway|Michelle Ryan|Ashley Thomas|Jack Doolan|Georgia King|Tony Gardner|Alan Ford|Honor Blackman|Tony Selby|Georgina Hale|Dudley Sutton|Richard Briers|Natalie Walter|Phil Cornwell,English,"Three Mills Studios, Three Mill Lane, Bow, London, England, UK"
Witching and Bitching (2013),Comedy| Horror,27-09-2013,Spain,6.4,110 min,Hugo Silva|Mario Casas|Pepón Nieto|Carolina Bang|Terele Pávez|Jaime Ordóñez|Gabriel Ángel Delgado|Santiago Segura|Macarena Gómez|Secun de la Rosa|Javier Botet|Enrique Villén|Carlos Areces|Manuel Tallafé|María Barranco,Spanish,"Puerta del Sol, Madrid, Spain"
Extraterrestrial (2014),Horror| Sci-Fi,17-10-2014,USA,5,101 min,Brittany Allen|Freddie Stroma|Melanie Papalia|Jesse Moss|Anja Savcic|Gil Bellows|Michael Ironside|Sean Rogerson|Emily Perkins|Mike Kovac|Ian Brown|Fred Keating|Reese Alexander|Buddy,English,"Port McNeill, British Columbia, Canada"
Moebius (2013),Drama| Horror,29-08-2014,USA,6.5,89 min,Jae-hyeon Jo|Yeong-ju Seo|Eun-woo Lee|Jae-hong Kim|Jae-rok Kim,None,South Korea
The Forgotten (2014),Horror,15-11-2015,Mexico,5.2,89 min,Clem Tibber|Shaun Dingwall|Elarica Johnson|Lee Arnold|Sam Ashurst|Isaura Barbé-Brown|James Capel|James Doherty|Oliver Gilbert|Luke Kidd|Carys Lewis|Lyndsey Marshal|Jennifer Matter|Katherine Mount|Conor Short,English,"London, England, UK"
The Tortured (2010),Horror| Thriller,28-09-2012,Norway,5.5,79 min,Erika Christensen|Jesse Metcalfe|Bill Lippincott|Bill Moseley|Fulvio Cecere|Thomas Greenwood|Stephen Park|Samantha Gutstadt|Zak Santiago|Alfonso Quijada|John R. Taylor|Viv Leacock|Darryl Scheelar|Peter Abrams|Paul Herbert,English,"Langley, British Columbia, Canada"
The Devil's Hand (2014),Horror| Thriller,06-11-2014,Mexico,4.9,86 min,Alycia Debnam-Carey|Rufus Sewell|Thomas McDonell|Adelaide Kane|Leah Pipes|Ric Reitz|Jennifer Carpenter|Colm Meaney|Jim McKeny|Katie Garfield|Nicole Elliott|Ethan Alexander McGee|Jon Stafford|Jane McNeill|Holli Saperstein,English,"North Carolina, USA"
The Last Exorcism Part II (2013),Drama| Horror| Thriller,01-03-2013,USA,4,88 min,Ashley Bell|Julia Garner|Spencer Treat Clark|David Jensen|Tarra Riggs|Louis Herthum|Muse Watson|Erica Michelle|Sharice A. Williams|Boyana Balta|Joe Chrest|Raeden Greer|Judd Lormand|E. Roger Mitchell|Dane Rhodes,English,"New Orleans, Louisiana, USA"
Shelley (2016),Drama| Horror,29-07-2016,USA,5.2,92 min,Ellen Dorrit Petersen|Cosmina Stratan|Björn Andrésen|Marlon Kindberg Bach|Kenneth M. Christensen|Peter Christoffersen|Marianne Mortensen|Patricia Schumann,Danish|English|Norwegian|Swedish|Romanian,"Copenhagen, Denmark"
Zoombies (2016),Action| Horror| Sci-Fi,01-03-2016,USA,3.4,87 min,Ione Butler|Andrew Asper|LaLa Nestor|Kim Nielsen|Marcus Anderson|Brianna Joy Chomer|Ivan Djurovic|Aaron Groben|Kaiwi Lyman-Mersereau|William McMichael|Reuben Uy|Isaac Anderson|Tammy Klein|Ikaika|Joe Conti,English,"Arcadia, California, USA"
